high scan speed (mm/s) and laser power (watt),shap,lowess high scan speed (mm/s) and laser power (watt),lowess shap,medium scan speed (mm/s) and laser power (watt),shap,lowess medium scan speed (mm/s) and laser power (watt),lowess shap,low scan speed (mm/s) and laser power (watt),shap,lowess low scan speed (mm/s) and laser power (watt),lowess shap
300.0,0.051296889781951904,370.0,0.053871269575768814,,,,,200.0,0.0022482499480247498,480.0,-0.02548247235335085
150.0,-0.14070045948028564,370.0,0.053871269575768814,,,,,250.0,-0.022456079721450806,480.0,-0.02548247235335085
370.0,0.024138709530234337,370.0,0.053871269575768814,,,,,50.0,-0.05434269830584526,480.0,-0.02548247235335085
300.0,0.06899571418762207,370.0,0.053871269575768814,,,,,105.0,-0.04737110063433647,480.0,-0.02548247235335085
275.0,0.05386338755488396,370.0,0.053871269575768814,,,,,175.0,0.005827497690916061,480.0,-0.02548247235335085
200.0,-0.000230301171541214,370.0,0.053871269575768814,,,,,300.0,-0.0027539730072021484,485.0,-0.0257032487293503
170.0,-0.005067966878414154,370.0,0.053871269575768814,,,,,200.0,0.057895831763744354,485.0,-0.0257032487293503
240.0,0.03856183588504791,370.0,0.053871269575768814,,,,,200.0,-0.02686832845211029,485.0,-0.0257032487293503
275.0,0.043223265558481216,370.0,0.053871269575768814,,,,,300.0,-0.011266063898801804,495.0,-0.026156116257852056
400.0,0.06973082572221756,380.0,0.05408133506791286,,,,,480.0,-0.0022611916065216064,495.0,-0.026156116257852056
333.0,0.03892006725072861,380.0,0.05408133506791286,,,,,200.0,-0.030976146459579468,495.0,-0.026156116257852056
170.0,-0.006166316568851471,380.0,0.05408133506791286,,,,,125.0,0.08699986338615417,500.0,-0.02638870852612868
150.0,-0.028733383864164352,400.0,0.05413280939644965,,,,,175.0,0.013742700219154358,500.0,-0.02638870852612868
140.0,-0.12950636446475983,400.0,0.05413280939644965,,,,,100.0,0.06351234763860703,500.0,-0.02638870852612868
370.0,0.0507245808839798,400.0,0.05413280939644965,,,,,,,,
204.0,-0.004725114442408085,400.0,0.05413280939644965,,,,,,,,
200.0,0.0026463456451892853,400.0,0.05413280939644965,,,,,,,,
150.0,-0.007676510140299797,400.0,0.05413280939644965,,,,,,,,
400.0,0.07190270721912384,400.0,0.05413280939644965,,,,,,,,
380.0,0.08997505158185959,400.0,0.05413280939644965,,,,,,,,
275.0,0.05128130689263344,400.0,0.05413280939644965,,,,,,,,
140.0,-0.1482984870672226,400.0,0.05413280939644965,,,,,,,,
200.0,-0.008746456354856491,400.0,0.05413280939644965,,,,,,,,
350.0,0.0633966401219368,400.0,0.05413280939644965,,,,,,,,
75.0,-0.03151886910200119,450.0,0.053874191023054185,,,,,,,,
350.0,0.07984908670186996,450.0,0.053874191023054185,,,,,,,,
350.0,0.04525626078248024,450.0,0.053874191023054185,,,,,,,,
300.0,0.056289076805114746,500.0,0.05234179335978157,,,,,,,,
160.0,-0.004386581480503082,500.0,0.05234179335978157,,,,,,,,
275.0,0.031592510640621185,500.0,0.05234179335978157,,,,,,,,
350.0,0.07232237607240677,500.0,0.05234179335978157,,,,,,,,
250.0,0.05594427511096001,500.0,0.05234179335978157,,,,,,,,
