reflectivity (%),thermal conductivity (W/mK),specific heat capacity (J/gK),density(g/cm3),melting point (C),laser power (watt),scan speed (mm/s),layer thickness (mm),hatch spacing (mm),energy density (J/mm3),relative density (%)
56.848,6.7,0.5263,4.43,1684,80,1440,0.03,0.1,18.52,89.68
56.848,6.7,0.5263,4.43,1684,80,1320,0.03,0.1,20.20,91.41
56.848,6.7,0.5263,4.43,1684,80,1200,0.03,0.1,22.22,94.02
56.848,6.7,0.5263,4.43,1684,80,1080,0.03,0.1,24.69,96.13
56.848,6.7,0.5263,4.43,1684,80,960,0.03,0.1,27.78,97.62
56.848,6.7,0.5263,4.43,1684,80,840,0.03,0.1,31.75,99.13
56.848,6.7,0.5263,4.43,1684,80,720,0.03,0.1,37.04,99.67
56.848,6.7,0.5263,4.43,1684,80,600,0.03,0.1,44.44,99.92
56.848,6.7,0.5263,4.43,1684,80,480,0.03,0.1,55.56,99.75
56.848,6.7,0.5263,4.43,1684,80,360,0.03,0.1,74.07,99.77
56.848,6.7,0.5263,4.43,1684,80,240,0.03,0.1,111.11,99.45
56.848,6.7,0.5263,4.43,1684,40,1200,0.03,0.1,11.11,77.58
56.848,6.7,0.5263,4.43,1684,40,1080,0.03,0.1,12.35,80.43
56.848,6.7,0.5263,4.43,1684,40,960,0.03,0.1,13.89,82.30
56.848,6.7,0.5263,4.43,1684,40,840,0.03,0.1,15.87,84.53
56.848,6.7,0.5263,4.43,1684,40,720,0.03,0.1,18.52,88.34
56.848,6.7,0.5263,4.43,1684,40,600,0.03,0.1,22.22,90.88
56.848,6.7,0.5263,4.43,1684,40,480,0.03,0.1,27.78,95.17
56.848,6.7,0.5263,4.43,1684,40,360,0.03,0.1,37.04,97.52
56.848,6.7,0.5263,4.43,1684,40,240,0.03,0.1,55.56,99.21
56.848,6.7,0.5263,4.43,1684,40,120,0.03,0.1,111.11,99.22
70.8006,167,0.896,2.7,582,500,2000,0.1,0.14,17.86,96.39
70.8006,167,0.896,2.7,582,500,1800,0.1,0.14,19.84,97.25
70.8006,167,0.896,2.7,582,500,1600,0.1,0.14,22.32,98.35
70.8006,167,0.896,2.7,582,500,1400,0.1,0.14,25.51,97.96
70.8006,167,0.896,2.7,582,450,2000,0.1,0.14,16.07,95.30
70.8006,167,0.896,2.7,582,450,1800,0.1,0.14,17.86,95.82
70.8006,167,0.896,2.7,582,450,1600,0.1,0.14,20.09,92.25
70.8006,167,0.896,2.7,582,450,1400,0.1,0.14,22.96,98.18
70.8006,167,0.896,2.7,582,400,2000,0.1,0.14,14.29,93.08
70.8006,167,0.896,2.7,582,400,1800,0.1,0.14,15.87,93.81
70.8006,167,0.896,2.7,582,400,1600,0.1,0.14,17.86,96.01
70.8006,167,0.896,2.7,582,400,1400,0.1,0.14,20.41,97.41
70.8006,167,0.896,2.7,582,350,2000,0.1,0.14,12.50,91.13
70.8006,167,0.896,2.7,582,350,1800,0.1,0.14,13.89,92.17
70.8006,167,0.896,2.7,582,350,1600,0.1,0.14,15.63,94.47
70.8006,167,0.896,2.7,582,350,1400,0.1,0.14,17.86,95.37
73.8121,51.3,1,1.84,640,195,1200,0.03,0.2,27.08,96.60
73.8121,51.3,1,1.84,640,195,800,0.03,0.2,40.63,99.70
73.8121,51.3,1,1.84,640,195,800,0.03,0.25,32.50,98.30
73.8121,51.3,1,1.84,640,135,1200,0.03,0.2,18.75,87.60
71.05,117,0.9,2.66,591,350,1400,0.03,0.13,64.10,96.16
71.05,117,0.9,2.66,591,350,1200,0.03,0.13,74.79,97.18
71.05,117,0.9,2.66,591,350,1000,0.03,0.13,89.74,97.25
71.05,117,0.9,2.66,591,350,800,0.03,0.13,112.18,97.18
71.05,117,0.9,2.66,591,350,600,0.03,0.13,149.57,94.67
71.05,117,0.9,2.66,591,350,400,0.03,0.13,224.36,90.82
71.05,117,0.9,2.66,591,200,800,0.03,0.13,64.10,97.28
71.05,117,0.9,2.66,591,200,600,0.03,0.13,85.47,97.51
71.05,117,0.9,2.66,591,200,400,0.03,0.13,128.21,98.24
71.05,117,0.9,2.66,591,200,200,0.03,0.13,256.41,98.73
71.05,117,0.9,2.66,591,200,100,0.03,0.13,512.82,99.48
65.2557,15.2,0.5,8,1400,105,600,0.03,0.05,116.67,94.13
65.2557,15.2,0.5,8,1400,105,550,0.03,0.05,127.27,94.92
65.2557,15.2,0.5,8,1400,105,500,0.03,0.05,140.00,95.84
65.2557,15.2,0.5,8,1400,105,450,0.03,0.05,155.56,97.06
65.2557,15.2,0.5,8,1400,105,400,0.03,0.05,175.00,97.40
65.2557,15.2,0.5,8,1400,105,350,0.03,0.05,200.00,97.97
65.2557,15.2,0.5,8,1400,105,300,0.03,0.05,233.33,98.29
65.2557,15.2,0.5,8,1400,105,250,0.03,0.05,280.00,98.18
65.2557,15.2,0.5,8,1400,105,200,0.03,0.05,350.00,98.22
65.2557,15.2,0.5,8,1400,105,150,0.03,0.05,466.67,98.18
65.2557,15.2,0.5,8,1400,105,100,0.03,0.05,700.00,99.02
65.2557,15.2,0.5,8,1400,105,50,0.03,0.05,1400.00,99.12
73.8121,51.3,1,1.84,640,250,1602.936678,0.04,0.13,29.99,96.99
73.8121,51.3,1,1.84,640,250,1398.998612,0.04,0.13,34.37,99.00
73.8121,51.3,1,1.84,640,250,1297.888849,0.04,0.13,37.04,99.73
73.8121,51.3,1,1.84,640,250,1199.602147,0.04,0.13,40.08,99.33
73.8121,51.3,1,1.84,640,250,1095.650211,0.04,0.13,43.88,99.05
73.8121,51.3,1,1.84,640,250,998.541618,0.04,0.13,48.15,98.37
73.8121,51.3,1,1.84,640,250,799.3209839,0.04,0.13,60.15,97.51
73.8121,51.3,1,1.84,640,200,2138.989401,0.04,0.13,17.98,89.97
73.8121,51.3,1,1.84,640,200,1879.813669,0.04,0.13,20.46,92.95
73.8121,51.3,1,1.84,640,200,1604.40489,0.04,0.13,23.97,97.97
73.8121,51.3,1,1.84,640,200,1490.544122,0.04,0.13,25.80,99.55
73.8121,51.3,1,1.84,640,200,1313.407036,0.04,0.13,29.28,99.72
73.8121,51.3,1,1.84,640,200,1210.996506,0.04,0.13,31.76,99.36
73.8121,51.3,1,1.84,640,200,1063.457871,0.04,0.13,36.17,99.26
73.8121,51.3,1,1.84,640,200,800.7980689,0.04,0.13,48.03,96.28
73.8121,51.3,1,1.84,640,200,533.5372669,0.04,0.13,72.09,97.90
73.8121,51.3,1,1.84,640,200,266.3316981,0.04,0.13,144.41,97.59
73.8121,51.3,1,1.84,640,150,1201.058215,0.04,0.13,24.02,93.38
73.8121,51.3,1,1.84,640,150,1049.275485,0.04,0.13,27.49,97.36
73.8121,51.3,1,1.84,640,150,974.939064,0.04,0.13,29.59,98.65
73.8121,51.3,1,1.84,640,150,902.0175412,0.04,0.13,31.98,99.65
73.8121,51.3,1,1.84,640,150,824.3581251,0.04,0.13,34.99,99.58
73.8121,51.3,1,1.84,640,150,747.4233864,0.04,0.13,38.59,98.85
73.8121,51.3,1,1.84,640,150,598.6465722,0.04,0.13,48.19,97.18
73.8121,51.3,1,1.84,640,150,449.5004791,0.04,0.13,64.17,96.50
73.8121,51.3,1,1.84,640,150,299.4454677,0.04,0.13,96.33,97.27
73.8121,51.3,1,1.84,640,100,1010.451488,0.04,0.13,19.03,89.23
73.8121,51.3,1,1.84,640,100,918.5922967,0.04,0.13,20.94,95.03
73.8121,51.3,1,1.84,640,100,812.6009047,0.04,0.13,23.67,97.73
73.8121,51.3,1,1.84,640,100,710.7151464,0.04,0.13,27.06,99.04
73.8121,51.3,1,1.84,640,100,603.646331,0.04,0.13,31.86,99.26
73.8121,51.3,1,1.84,640,100,501.9521118,0.04,0.13,38.31,99.06
73.8121,51.3,1,1.84,640,100,402.7796176,0.04,0.13,47.75,97.54
73.8121,51.3,1,1.84,640,100,300.6517978,0.04,0.13,63.96,98.14
73.8121,51.3,1,1.84,640,100,200.5210025,0.04,0.13,95.90,94.65
73.8121,51.3,1,1.84,640,100,99.91567117,0.04,0.13,192.47,99.46
71.4289,130,0.7148,2.81,477,200,500.10583,0.05,0.14,57.13,97.80
71.4289,130,0.7148,2.81,477,200,400.33603,0.05,0.14,71.37,98.35
71.4289,130,0.7148,2.81,477,200,333.14865,0.05,0.14,85.76,96.55
71.4289,130,0.7148,2.81,477,200,286.42026,0.05,0.14,99.75,96.25
71.4289,130,0.7148,2.81,477,200,250.4799,0.05,0.14,114.07,95.75
71.4289,130,0.7148,2.81,477,200,250.45206,0.05,0.14,114.08,95.43
71.4289,130,0.7148,2.81,477,200,250.08052,0.05,0.12,133.29,97.50
71.4289,130,0.7148,2.81,477,200,222.33015,0.05,0.14,128.51,96.40
71.4289,130,0.7148,2.81,477,200,200.06618,0.05,0.14,142.81,95.20
71.4289,130,0.7148,2.81,477,200,199.72005,0.05,0.12,166.90,96.50
71.4289,130,0.7148,2.81,477,200,167.22815,0.05,0.14,170.85,96.70
71.4289,130,0.7148,2.81,477,200,166.9702,0.05,0.14,171.12,95.83
71.4289,130,0.7148,2.81,477,200,166.80914,0.05,0.12,199.83,97.16
71.4289,130,0.7148,2.81,477,200,166.5546,0.05,0.1,240.16,95.26
71.4289,130,0.7148,2.81,477,200,143.37152,0.05,0.14,199.28,96.15
71.4289,130,0.7148,2.81,477,200,143.03625,0.05,0.12,233.04,97.05
71.4289,130,0.7148,2.81,477,200,142.73251,0.05,0.1,280.24,95.11
71.4289,130,0.7148,2.81,477,200,125.77855,0.05,0.14,227.16,96.03
71.4289,130,0.7148,2.81,477,200,125.75054,0.05,0.14,227.21,95.70
71.4289,130,0.7148,2.81,477,200,125.295685,0.05,0.1,319.24,96.81
71.4289,130,0.7148,2.81,477,200,111.070366,0.05,0.14,257.24,95.38
71.4289,130,0.7148,2.81,477,200,110.53303,0.05,0.12,301.57,96.05
71.4289,130,0.7148,2.81,477,200,100.207825,0.05,0.14,285.12,96.85
70.9268,150,0.89708321,2.76,653,204,1400,0.03,0.1,48.57,97.13
70.9268,150,0.89708321,2.76,653,204,1200,0.03,0.1,56.67,97.25
70.9268,150,0.89708321,2.76,653,204,1000,0.03,0.1,68.00,98.68
70.9268,150,0.89708321,2.76,653,204,800,0.03,0.1,85.00,99.14
70.9268,150,0.89708321,2.76,653,179,1400,0.03,0.1,42.62,94.21
70.9268,150,0.89708321,2.76,653,179,1200,0.03,0.1,49.72,95.85
70.9268,150,0.89708321,2.76,653,179,1000,0.03,0.1,59.67,96.55
70.9268,150,0.89708321,2.76,653,179,800,0.03,0.1,74.58,97.81
70.9268,150,0.89708321,2.76,653,179,600,0.03,0.1,99.44,98.73
70.9268,150,0.89708321,2.76,653,153,1400,0.03,0.1,36.43,89.72
70.9268,150,0.89708321,2.76,653,153,1200,0.03,0.1,42.50,90.93
70.9268,150,0.89708321,2.76,653,153,1000,0.03,0.1,51.00,92.42
70.9268,150,0.89708321,2.76,653,153,800,0.03,0.1,63.75,94.31
70.9268,150,0.89708321,2.76,653,153,600,0.03,0.1,85.00,94.53
70.9268,150,0.89708321,2.76,653,128,1400,0.03,0.1,30.48,83.44
70.9268,150,0.89708321,2.76,653,128,1200,0.03,0.1,35.56,84.24
70.9268,150,0.89708321,2.76,653,128,1000,0.03,0.1,42.67,86.31
70.9268,150,0.89708321,2.76,653,128,800,0.03,0.1,53.33,89.12
70.9268,150,0.89708321,2.76,653,128,600,0.03,0.1,71.11,89.77
70.9268,150,0.89708321,2.76,653,102,1400,0.03,0.1,24.29,75.97
70.9268,150,0.89708321,2.76,653,102,1200,0.03,0.1,28.33,78.00
70.9268,150,0.89708321,2.76,653,102,1000,0.03,0.1,34.00,80.32
70.9268,150,0.89708321,2.76,653,102,800,0.03,0.1,42.50,82.52
70.9268,150,0.89708321,2.76,653,102,600,0.03,0.1,56.67,83.25
72.2573,125,0.9,2.678,503,200,320,0.03,0.1,208.33,99.46
72.2573,125,0.9,2.678,503,200,320,0.04,0.1,156.25,95.29
72.2573,125,0.9,2.678,503,200,240,0.03,0.1,277.78,99.47
72.2573,125,0.9,2.678,503,200,240,0.04,0.1,208.33,97.50
72.2573,125,0.9,2.678,503,200,160,0.03,0.1,416.67,99.88
72.2573,125,0.9,2.678,503,200,160,0.04,0.1,312.50,99.31
72.2573,125,0.9,2.678,503,200,80,0.03,0.1,833.33,99.92
72.2573,125,0.9,2.678,503,200,80,0.04,0.1,625.00,99.87
68.6840316,11.4,0.435,8.19,1260,330,1770,0.03,0.1,62.15,99.77
68.6840316,11.4,0.435,8.19,1260,220,1180,0.03,0.1,62.15,99.93
68.6840316,11.4,0.435,8.19,1260,168,1475,0.03,0.1,37.97,93.09
56.848,6.7,0.5263,4.43,1684,370,1200,0.03,0.14,73.41,100.00
56.848,6.7,0.5263,4.43,1684,370,1000,0.03,0.24,51.39,99.98
56.848,6.7,0.5263,4.43,1684,325,1200,0.03,0.14,64.48,100.00
56.848,6.7,0.5263,4.43,1684,280,1500,0.03,0.08,77.78,100.00
56.848,6.7,0.5263,4.43,1684,280,1200,0.03,0.14,55.56,99.99
56.848,6.7,0.5263,4.43,1684,280,1200,0.03,0.16,48.61,99.98
56.848,6.7,0.5263,4.43,1684,280,1200,0.03,0.04,194.44,99.99
56.848,6.7,0.5263,4.43,1684,280,1000,0.03,0.14,66.67,100.00
56.848,6.7,0.5263,4.43,1684,280,800,0.03,0.14,83.33,99.94
56.848,6.7,0.5263,4.43,1684,280,400,0.03,0.14,166.67,97.64
56.848,6.7,0.5263,4.43,1684,165,1200,0.03,0.14,32.74,99.66
56.848,6.7,0.5263,4.43,1684,100,1200,0.03,0.05,55.56,99.89
90,385,0.385,8.93,1083.2,270,400,0.03,0.06,375.00,80.71
90,385,0.385,8.93,1083.2,270,400,0.03,0.07,321.43,80.66
90,385,0.385,8.93,1083.2,270,400,0.03,0.08,281.25,81.10
90,385,0.385,8.93,1083.2,270,400,0.03,0.09,250.00,82.47
90,385,0.385,8.93,1083.2,270,375,0.03,0.06,400.00,81.39
90,385,0.385,8.93,1083.2,270,375,0.03,0.07,342.86,81.20
90,385,0.385,8.93,1083.2,270,375,0.03,0.08,300.00,81.74
90,385,0.385,8.93,1083.2,270,375,0.03,0.09,266.67,83.21
90,385,0.385,8.93,1083.2,270,350,0.03,0.06,428.57,81.43
90,385,0.385,8.93,1083.2,270,350,0.03,0.07,367.35,81.37
90,385,0.385,8.93,1083.2,270,350,0.03,0.08,321.43,81.59
90,385,0.385,8.93,1083.2,270,350,0.03,0.09,285.71,83.47
90,385,0.385,8.93,1083.2,270,325,0.03,0.06,461.54,81.56
90,385,0.385,8.93,1083.2,270,325,0.03,0.07,395.60,81.66
90,385,0.385,8.93,1083.2,270,325,0.03,0.08,346.15,82.03
90,385,0.385,8.93,1083.2,270,325,0.03,0.09,307.69,84.79
90,385,0.385,8.93,1083.2,270,300,0.03,0.06,500.00,81.54
90,385,0.385,8.93,1083.2,270,300,0.03,0.07,428.57,81.55
90,385,0.385,8.93,1083.2,270,300,0.03,0.08,375.00,83.00
90,385,0.385,8.93,1083.2,270,300,0.03,0.09,333.33,85.84
90,385,0.385,8.93,1083.2,250,400,0.03,0.09,231.48,81.41
90,385,0.385,8.93,1083.2,250,350,0.03,0.09,264.55,81.91
90,385,0.385,8.93,1083.2,250,300,0.03,0.09,308.64,82.47
90,385,0.385,8.93,1083.2,250,250,0.03,0.09,370.37,84.17
90,385,0.385,8.93,1083.2,200,400,0.03,0.09,185.19,79.28
90,385,0.385,8.93,1083.2,200,350,0.03,0.09,211.64,80.30
90,385,0.385,8.93,1083.2,200,300,0.03,0.09,246.91,80.56
90,385,0.385,8.93,1083.2,200,250,0.03,0.09,296.30,81.27
90,385,0.385,8.93,1083.2,200,200,0.03,0.09,370.37,81.61
90,385,0.385,8.93,1083.2,150,400,0.03,0.09,138.89,78.54
90,385,0.385,8.93,1083.2,150,350,0.03,0.09,158.73,79.30
90,385,0.385,8.93,1083.2,150,300,0.03,0.09,185.19,79.95
90,385,0.385,8.93,1083.2,150,250,0.03,0.09,222.22,80.23
90,385,0.385,8.93,1083.2,150,200,0.03,0.09,277.78,80.12
70.8006,167,0.896,2.7,582,350,1800,0.03,0.13,49.86,96.49
70.8006,167,0.896,2.7,582,350,1600,0.03,0.13,56.09,96.76
70.8006,167,0.896,2.7,582,350,1400,0.03,0.13,64.10,96.46
70.8006,167,0.896,2.7,582,350,1200,0.03,0.13,74.79,97.26
70.8006,167,0.896,2.7,582,350,1000,0.03,0.13,89.74,95.94
70.8006,167,0.896,2.7,582,350,800,0.03,0.13,112.18,96.00
70.8006,167,0.896,2.7,582,350,600,0.03,0.13,149.57,93.11
70.8006,167,0.896,2.7,582,350,400,0.03,0.13,224.36,84.44
70.8006,167,0.896,2.7,582,200,800,0.03,0.13,64.10,95.57
70.8006,167,0.896,2.7,582,200,600,0.03,0.13,85.47,97.44
70.8006,167,0.896,2.7,582,200,400,0.03,0.13,128.21,97.31
70.8006,167,0.896,2.7,582,200,300,0.03,0.13,170.94,97.13
70.8006,167,0.896,2.7,582,200,200,0.03,0.13,256.41,96.13
70.8006,167,0.896,2.7,582,200,100,0.03,0.13,512.82,96.25
90,385,0.385,8.93,1083.2,500,1000,0.03,0.09,185.19,92.63
90,385,0.385,8.93,1083.2,500,800,0.03,0.09,231.48,99.27
90,385,0.385,8.93,1083.2,500,600,0.03,0.09,308.64,98.98
90,385,0.385,8.93,1083.2,500,400,0.03,0.09,462.96,98.11
90,385,0.385,8.93,1083.2,500,200,0.03,0.09,925.93,96.09
90,385,0.385,8.93,1083.2,500,100,0.03,0.09,1851.85,95.44
90,385,0.385,8.93,1083.2,400,1000,0.03,0.09,148.15,92.84
90,385,0.385,8.93,1083.2,400,800,0.03,0.09,185.19,98.16
90,385,0.385,8.93,1083.2,400,600,0.03,0.09,246.91,98.63
90,385,0.385,8.93,1083.2,400,400,0.03,0.09,370.37,98.00
90,385,0.385,8.93,1083.2,400,200,0.03,0.09,740.74,95.99
90,385,0.385,8.93,1083.2,400,100,0.03,0.09,1481.48,94.23
90,385,0.385,8.93,1083.2,300,1000,0.03,0.09,111.11,88.96
90,385,0.385,8.93,1083.2,300,800,0.03,0.09,138.89,91.94
90,385,0.385,8.93,1083.2,300,600,0.03,0.09,185.19,94.60
90,385,0.385,8.93,1083.2,300,400,0.03,0.09,277.78,96.30
90,385,0.385,8.93,1083.2,300,200,0.03,0.09,555.56,97.58
90,385,0.385,8.93,1083.2,300,100,0.03,0.09,1111.11,97.10
90,385,0.385,8.93,1083.2,200,1000,0.03,0.09,74.07,90.59
90,385,0.385,8.93,1083.2,200,800,0.03,0.09,92.59,87.79
90,385,0.385,8.93,1083.2,200,600,0.03,0.09,123.46,88.96
90,385,0.385,8.93,1083.2,200,100,0.03,0.09,740.74,89.07
63.5,29.62,0.5718,6.471,1410,240,1330,0.04,0.08,56.39,99.97
63.5,29.62,0.5718,6.471,1410,200,1080,0.04,0.08,57.87,100.00
63.5,29.62,0.5718,6.471,1410,200,830,0.04,0.1,60.24,99.81
63.5,29.62,0.5718,6.471,1410,160,1080,0.04,0.07,52.91,99.98
63.5,29.62,0.5718,6.471,1410,160,830,0.04,0.08,60.24,99.92
63.5,29.62,0.5718,6.471,1410,160,580,0.04,0.11,62.70,98.50
63.5,29.62,0.5718,6.471,1410,120,330,0.04,0.13,69.93,97.16
63.5,29.62,0.5718,6.471,1410,80,330,0.04,0.08,75.76,98.73
72.2898,70.4,0.63619,8.909,1435,250,1000,0.03,0.105,79.37,99.80
72.2898,70.4,0.63619,8.909,1435,220,1000,0.03,0.095,77.19,99.87
72.2898,70.4,0.63619,8.909,1435,220,750,0.03,0.125,78.22,99.03
72.2898,70.4,0.63619,8.909,1435,190,1000,0.03,0.08,79.17,99.84
72.2898,70.4,0.63619,8.909,1435,190,750,0.03,0.11,76.77,99.78
72.2898,70.4,0.63619,8.909,1435,160,1000,0.03,0.07,76.19,99.79
72.2898,70.4,0.63619,8.909,1435,160,750,0.03,0.09,79.01,99.91
72.2898,70.4,0.63619,8.909,1435,160,500,0.03,0.125,85.33,99.42
72.2898,70.4,0.63619,8.909,1435,140,500,0.03,0.11,84.85,99.68
72.2898,70.4,0.63619,8.909,1435,130,1000,0.03,0.055,78.79,99.82
72.2898,70.4,0.63619,8.909,1435,130,750,0.03,0.065,88.89,99.85
72.2898,70.4,0.63619,8.909,1435,125,250,0.03,0.165,101.01,94.45
72.2898,70.4,0.63619,8.909,1435,120,500,0.03,0.095,84.21,99.78
72.2898,70.4,0.63619,8.909,1435,100,500,0.03,0.07,95.24,99.83
72.2898,70.4,0.63619,8.909,1435,85,250,0.03,0.1,113.33,99.40
64.4072,35.73,0.705,7.8,1500,233,1000,0.037,0.105,59.97,99.60
64.4072,35.73,0.705,7.8,1500,200,1000,0.037,0.08,67.57,99.92
64.4072,35.73,0.705,7.8,1500,200,750,0.037,0.115,62.67,99.22
64.4072,35.73,0.705,7.8,1500,175,1000,0.037,0.07,67.57,99.94
64.4072,35.73,0.705,7.8,1500,175,750,0.037,0.1,63.06,99.75
64.4072,35.73,0.705,7.8,1500,150,1000,0.037,0.06,67.57,99.91
64.4072,35.73,0.705,7.8,1500,150,750,0.037,0.09,60.06,99.83
64.4072,35.73,0.705,7.8,1500,125,1000,0.037,0.055,61.43,99.78
64.4072,35.73,0.705,7.8,1500,125,750,0.037,0.075,60.06,99.80
64.4072,35.73,0.705,7.8,1500,125,500,0.037,0.1,67.57,99.27
64.4072,35.73,0.705,7.8,1500,105,500,0.037,0.08,70.95,91.40
64.4072,35.73,0.705,7.8,1500,93,500,0.037,0.065,77.34,81.10
64.4072,35.73,0.705,7.8,1500,73,250,0.037,0.09,87.69,79.40
67.0729,146,0.88414745,2.67,570,370,2000,0.03,0.1,61.67,99.62
67.0729,146,0.88414745,2.67,570,370,1800,0.03,0.1,68.52,99.56
67.0729,146,0.88414745,2.67,570,370,1600,0.03,0.1,77.08,99.55
67.0729,146,0.88414745,2.67,570,370,1400,0.03,0.1,88.10,99.51
67.0729,146,0.88414745,2.67,570,370,1200,0.03,0.1,102.78,99.02
67.0729,146,0.88414745,2.67,570,370,1000,0.03,0.1,123.33,98.91
67.0729,146,0.88414745,2.67,570,370,800,0.03,0.1,154.17,98.52
67.0729,146,0.88414745,2.67,570,370,600,0.03,0.1,205.56,96.36
67.0729,146,0.88414745,2.67,570,300,2000,0.03,0.1,50.00,99.03
67.0729,146,0.88414745,2.67,570,300,1800,0.03,0.1,55.56,99.68
67.0729,146,0.88414745,2.67,570,300,1600,0.03,0.1,62.50,99.68
67.0729,146,0.88414745,2.67,570,300,1400,0.03,0.1,71.43,99.66
67.0729,146,0.88414745,2.67,570,300,1200,0.03,0.1,83.33,99.79
67.0729,146,0.88414745,2.67,570,300,1000,0.03,0.1,100.00,99.61
67.0729,146,0.88414745,2.67,570,300,800,0.03,0.1,125.00,98.75
67.0729,146,0.88414745,2.67,570,300,600,0.03,0.1,166.67,98.22
67.0729,146,0.88414745,2.67,570,300,400,0.03,0.1,250.00,95.07
67.0729,146,0.88414745,2.67,570,250,2000,0.03,0.1,41.67,98.51
67.0729,146,0.88414745,2.67,570,250,1800,0.03,0.1,46.30,98.97
67.0729,146,0.88414745,2.67,570,250,1600,0.03,0.1,52.08,98.76
67.0729,146,0.88414745,2.67,570,250,1400,0.03,0.1,59.52,98.52
67.0729,146,0.88414745,2.67,570,250,1200,0.03,0.1,69.44,98.23
67.0729,146,0.88414745,2.67,570,250,1000,0.03,0.1,83.33,99.20
67.0729,146,0.88414745,2.67,570,250,800,0.03,0.1,104.17,98.50
67.0729,146,0.88414745,2.67,570,250,600,0.03,0.1,138.89,98.51
67.0729,146,0.88414745,2.67,570,250,400,0.03,0.1,208.33,97.87
67.0729,146,0.88414745,2.67,570,200,2000,0.03,0.1,33.33,95.47
67.0729,146,0.88414745,2.67,570,200,1800,0.03,0.1,37.04,97.23
67.0729,146,0.88414745,2.67,570,200,1600,0.03,0.1,41.67,97.38
67.0729,146,0.88414745,2.67,570,200,1400,0.03,0.1,47.62,97.78
67.0729,146,0.88414745,2.67,570,200,1200,0.03,0.1,55.56,96.53
67.0729,146,0.88414745,2.67,570,200,1000,0.03,0.1,66.67,98.11
67.0729,146,0.88414745,2.67,570,200,800,0.03,0.1,83.33,98.16
66.0206,121,0.963,2.66,649,370,2000,0.03,0.1,61.67,99.29
66.0206,121,0.963,2.66,649,370,1800,0.03,0.1,68.52,99.75
66.0206,121,0.963,2.66,649,370,1600,0.03,0.1,77.08,99.34
66.0206,121,0.963,2.66,649,370,1400,0.03,0.1,88.10,98.55
66.0206,121,0.963,2.66,649,370,1200,0.03,0.1,102.78,98.60
66.0206,121,0.963,2.66,649,370,1000,0.03,0.1,123.33,97.53
66.0206,121,0.963,2.66,649,370,800,0.03,0.1,154.17,96.86
66.0206,121,0.963,2.66,649,300,2000,0.03,0.1,50.00,99.30
66.0206,121,0.963,2.66,649,300,1800,0.03,0.1,55.56,99.23
66.0206,121,0.963,2.66,649,300,1600,0.03,0.1,62.50,99.65
66.0206,121,0.963,2.66,649,300,1400,0.03,0.1,71.43,99.61
66.0206,121,0.963,2.66,649,300,1200,0.03,0.1,83.33,99.44
66.0206,121,0.963,2.66,649,300,1000,0.03,0.1,100.00,99.42
66.0206,121,0.963,2.66,649,300,800,0.03,0.1,125.00,98.64
66.0206,121,0.963,2.66,649,300,600,0.03,0.1,166.67,97.17
66.0206,121,0.963,2.66,649,250,2000,0.03,0.1,41.67,99.06
66.0206,121,0.963,2.66,649,250,1800,0.03,0.1,46.30,99.37
66.0206,121,0.963,2.66,649,250,1600,0.03,0.1,52.08,99.48
66.0206,121,0.963,2.66,649,250,1400,0.03,0.1,59.52,99.54
66.0206,121,0.963,2.66,649,250,1200,0.03,0.1,69.44,98.63
66.0206,121,0.963,2.66,649,250,1000,0.03,0.1,83.33,98.76
66.0206,121,0.963,2.66,649,250,800,0.03,0.1,104.17,98.60
66.0206,121,0.963,2.66,649,250,600,0.03,0.1,138.89,98.81
66.0206,121,0.963,2.66,649,250,400,0.03,0.1,208.33,97.49
66.0206,121,0.963,2.66,649,200,2000,0.03,0.1,33.33,96.86
66.0206,121,0.963,2.66,649,200,1800,0.03,0.1,37.04,97.44
66.0206,121,0.963,2.66,649,200,1600,0.03,0.1,41.67,97.68
66.0206,121,0.963,2.66,649,200,1400,0.03,0.1,47.62,98.81
66.0206,121,0.963,2.66,649,200,1200,0.03,0.1,55.56,98.46
66.0206,121,0.963,2.66,649,200,1000,0.03,0.1,66.67,98.67
66.0206,121,0.963,2.66,649,200,800,0.03,0.1,83.33,98.33
71,236,0.89,2.7,660,370,2000,0.03,0.1,61.67,99.57
71,236,0.89,2.7,660,370,1800,0.03,0.1,68.52,99.44
71,236,0.89,2.7,660,370,1600,0.03,0.1,77.08,99.03
71,236,0.89,2.7,660,370,1400,0.03,0.1,88.10,98.73
71,236,0.89,2.7,660,370,1200,0.03,0.1,102.78,98.92
71,236,0.89,2.7,660,370,1000,0.03,0.1,123.33,98.41
71,236,0.89,2.7,660,370,800,0.03,0.1,154.17,97.77
71,236,0.89,2.7,660,370,600,0.03,0.1,205.56,97.02
71,236,0.89,2.7,660,300,2000,0.03,0.1,50.00,98.70
71,236,0.89,2.7,660,300,1800,0.03,0.1,55.56,98.57
71,236,0.89,2.7,660,300,1600,0.03,0.1,62.50,98.74
71,236,0.89,2.7,660,300,1400,0.03,0.1,71.43,98.36
71,236,0.89,2.7,660,300,1200,0.03,0.1,83.33,98.77
71,236,0.89,2.7,660,300,1000,0.03,0.1,100.00,98.14
71,236,0.89,2.7,660,300,800,0.03,0.1,125.00,98.08
71,236,0.89,2.7,660,300,600,0.03,0.1,166.67,98.36
71,236,0.89,2.7,660,300,400,0.03,0.1,250.00,97.85
