reflectivity (%),thermal conductivity (W/mK),specific heat capacity (J/gK),density(g/cm3),melting point (C),laser power (watt),scan speed (mm/s),layer thickness (mm),hatch spacing (mm),energy density (J/mm3),relative density (%)
63.8989,42.5,0.47,7.8,1435.97,175,300,0.03,0.08,243.06,97.73
63.8989,42.5,0.47,7.8,1435.97,175,300,0.03,0.06,324.07,96.48
63.8989,42.5,0.47,7.8,1435.97,175,300,0.03,0.04,486.11,98.44
62,170,0.134,19.3,3410,170,800,0.02,0.04,265.63,97.11
62,170,0.134,19.3,3410,170,800,0.02,0.05,212.50,97.40
62,170,0.134,19.3,3410,170,800,0.02,0.06,177.08,97.92
62,170,0.134,19.3,3410,170,800,0.02,0.07,151.79,96.49
62,170,0.134,19.3,3410,170,600,0.02,0.04,354.17,99.62
62,170,0.134,19.3,3410,170,600,0.02,0.05,283.33,97.43
62,170,0.134,19.3,3410,170,600,0.02,0.06,236.11,97.43
62,170,0.134,19.3,3410,170,600,0.02,0.07,202.38,96.40
62,170,0.134,19.3,3410,170,500,0.02,0.04,425.00,99.08
62,170,0.134,19.3,3410,170,500,0.02,0.05,340.00,97.60
62,170,0.134,19.3,3410,170,500,0.02,0.06,283.33,97.04
62,170,0.134,19.3,3410,170,500,0.02,0.07,242.86,97.41
62,170,0.134,19.3,3410,170,400,0.02,0.04,531.25,99.27
62,170,0.134,19.3,3410,170,400,0.02,0.05,425.00,97.55
62,170,0.134,19.3,3410,170,400,0.02,0.06,354.17,97.45
62,170,0.134,19.3,3410,170,400,0.02,0.07,303.57,97.76
67.0729,146,0.88414745,2.67,570,350,1200,0.03,0.13,74.79,96.80
67.0729,146,0.88414745,2.67,570,300,1200,0.03,0.13,64.10,97.60
67.0729,146,0.88414745,2.67,570,250,10000,0.03,0.13,6.41,76.80
67.0729,146,0.88414745,2.67,570,250,5000,0.03,0.13,12.82,84.80
67.0729,146,0.88414745,2.67,570,250,4200,0.03,0.13,15.26,87.80
67.0729,146,0.88414745,2.67,570,250,3600,0.03,0.13,17.81,89.80
67.0729,146,0.88414745,2.67,570,250,3400,0.03,0.13,18.85,88.20
67.0729,146,0.88414745,2.67,570,250,3200,0.03,0.13,20.03,91.00
67.0729,146,0.88414745,2.67,570,250,3000,0.03,0.13,21.37,92.40
67.0729,146,0.88414745,2.67,570,250,2800,0.03,0.13,22.89,93.70
67.0729,146,0.88414745,2.67,570,250,2600,0.03,0.13,24.65,95.60
67.0729,146,0.88414745,2.67,570,250,2400,0.03,0.13,26.71,96.50
67.0729,146,0.88414745,2.67,570,250,2200,0.03,0.13,29.14,98.00
67.0729,146,0.88414745,2.67,570,250,2000,0.03,0.13,32.05,97.80
67.0729,146,0.88414745,2.67,570,250,1800,0.03,0.13,35.61,98.30
67.0729,146,0.88414745,2.67,570,250,1800,0.06,0.13,17.81,94.50
67.0729,146,0.88414745,2.67,570,250,1800,0.09,0.13,11.87,86.10
67.0729,146,0.88414745,2.67,570,250,1600,0.03,0.13,40.06,99.10
67.0729,146,0.88414745,2.67,570,250,1600,0.06,0.13,20.03,96.90
67.0729,146,0.88414745,2.67,570,250,1600,0.09,0.13,13.35,92.80
67.0729,146,0.88414745,2.67,570,250,1400,0.03,0.13,45.79,99.40
67.0729,146,0.88414745,2.67,570,250,1400,0.06,0.13,22.89,98.50
67.0729,146,0.88414745,2.67,570,250,1400,0.09,0.13,15.26,93.50
67.0729,146,0.88414745,2.67,570,250,1200,0.03,0.13,53.42,97.20
67.0729,146,0.88414745,2.67,570,250,1200,0.03,0.09,77.16,97.10
67.0729,146,0.88414745,2.67,570,250,1200,0.03,0.11,63.13,98.40
67.0729,146,0.88414745,2.67,570,250,1200,0.03,0.15,46.30,98.60
67.0729,146,0.88414745,2.67,570,250,1200,0.03,0.17,40.85,98.10
67.0729,146,0.88414745,2.67,570,250,1200,0.06,0.13,26.71,99.50
67.0729,146,0.88414745,2.67,570,250,1100,0.06,0.13,29.14,99.50
67.0729,146,0.88414745,2.67,570,250,1000,0.03,0.13,64.10,98.80
67.0729,146,0.88414745,2.67,570,250,1000,0.06,0.13,32.05,99.30
67.0729,146,0.88414745,2.67,570,250,1000,0.09,0.13,21.37,98.10
67.0729,146,0.88414745,2.67,570,250,900,0.06,0.13,35.61,99.20
67.0729,146,0.88414745,2.67,570,250,800,0.03,0.13,80.13,97.30
67.0729,146,0.88414745,2.67,570,250,800,0.06,0.13,40.06,98.10
67.0729,146,0.88414745,2.67,570,250,800,0.09,0.13,26.71,98.30
67.0729,146,0.88414745,2.67,570,250,700,0.06,0.13,45.79,95.80
67.0729,146,0.88414745,2.67,570,250,600,0.03,0.13,106.84,93.30
67.0729,146,0.88414745,2.67,570,250,600,0.06,0.13,53.42,96.70
67.0729,146,0.88414745,2.67,570,250,550,0.09,0.13,38.85,97.30
67.0729,146,0.88414745,2.67,570,250,500,0.06,0.13,64.10,95.20
67.0729,146,0.88414745,2.67,570,250,475,0.09,0.13,44.98,96.90
67.0729,146,0.88414745,2.67,570,250,400,0.03,0.13,160.26,93.30
67.0729,146,0.88414745,2.67,570,250,400,0.06,0.13,80.13,94.50
67.0729,146,0.88414745,2.67,570,250,400,0.09,0.13,53.42,95.70
67.0729,146,0.88414745,2.67,570,250,325,0.09,0.13,65.75,95.40
67.0729,146,0.88414745,2.67,570,250,300,0.03,0.13,213.68,93.70
67.0729,146,0.88414745,2.67,570,250,250,0.09,0.13,85.47,94.60
67.0729,146,0.88414745,2.67,570,250,200,0.03,0.13,320.51,93.00
67.0729,146,0.88414745,2.67,570,250,100,0.03,0.13,641.03,92.90
67.0729,146,0.88414745,2.67,570,200,1200,0.03,0.13,42.74,97.30
67.0729,146,0.88414745,2.67,570,150,1200,0.03,0.13,32.05,94.40
56.848,6.7,0.5263,4.43,1684,195,1200,0.03,0.1,54.17,100.00
56.848,6.7,0.5263,4.43,1684,195,1000,0.03,0.1,65.00,100.00
56.848,6.7,0.5263,4.43,1684,195,750,0.03,0.1,86.67,97.94
56.848,6.7,0.5263,4.43,1684,195,500,0.03,0.1,130.00,90.89
56.848,6.7,0.5263,4.43,1684,150,1200,0.03,0.1,41.67,94.96
56.848,6.7,0.5263,4.43,1684,150,1000,0.03,0.1,50.00,100.00
56.848,6.7,0.5263,4.43,1684,150,750,0.03,0.1,66.67,99.90
56.848,6.7,0.5263,4.43,1684,150,500,0.03,0.1,100.00,91.94
56.848,6.7,0.5263,4.43,1684,100,1200,0.03,0.1,27.78,75.01
56.848,6.7,0.5263,4.43,1684,100,1000,0.03,0.1,33.33,79.99
56.848,6.7,0.5263,4.43,1684,100,750,0.03,0.1,44.44,93.93
56.848,6.7,0.5263,4.43,1684,100,500,0.03,0.1,66.67,99.95
56.848,6.7,0.5263,4.43,1684,50,1200,0.03,0.1,13.89,34.87
56.848,6.7,0.5263,4.43,1684,50,1000,0.03,0.1,16.67,45.02
56.848,6.7,0.5263,4.43,1684,50,750,0.03,0.1,22.22,54.98
56.848,6.7,0.5263,4.43,1684,50,500,0.03,0.1,33.33,77.86
65.4217,13,0.45,8.4,1290,150,1100,0.03,0.06,75.76,97.80
65.4217,13,0.45,8.4,1290,150,500,0.02,0.06,250.00,99.80
65.4217,13,0.45,8.4,1290,130,700,0.02,0.06,154.76,99.90
67.0729,146,0.88414745,2.67,570,200,1400,0.03,0.0975,48.84,99.68
67.0729,146,0.88414745,2.67,570,200,1300,0.03,0.0975,52.60,99.67
67.0729,146,0.88414745,2.67,570,200,1275,0.03,0.0975,53.63,99.65
67.0729,146,0.88414745,2.67,570,200,1250,0.03,0.0975,54.70,99.54
67.0729,146,0.88414745,2.67,570,200,1225,0.03,0.0975,55.82,99.37
67.0729,146,0.88414745,2.67,570,200,1200,0.03,0.0975,56.98,99.49
67.0729,146,0.88414745,2.67,570,200,1175,0.03,0.0975,58.19,99.36
67.0729,146,0.88414745,2.67,570,200,1150,0.03,0.0975,59.46,99.39
67.0729,146,0.88414745,2.67,570,200,1125,0.03,0.0975,60.78,99.37
67.0729,146,0.88414745,2.67,570,200,1100,0.03,0.0975,62.16,99.23
67.0729,146,0.88414745,2.67,570,200,1075,0.03,0.0975,63.61,99.32
67.0729,146,0.88414745,2.67,570,200,1050,0.03,0.0975,65.12,98.92
67.0729,146,0.88414745,2.67,570,200,1025,0.03,0.0975,66.71,98.52
67.0729,146,0.88414745,2.67,570,200,925,0.03,0.0975,73.92,97.84
65.3334,21.4,0.5,8,1375,100,175,0.06,0.126,75.59,98.88
65.3334,21.4,0.5,8,1375,100,380,0.03,0.126,69.62,97.57
65.3334,21.4,0.5,8,1375,100,200,0.06,0.126,66.14,98.82
65.3334,21.4,0.5,8,1375,100,250,0.06,0.126,52.91,98.23
65.3334,21.4,0.5,8,1375,100,380,0.06,0.126,34.81,95.83
65.3334,21.4,0.5,8,1375,50,100,0.05,0.08,125.00,99.85
65.3334,21.4,0.5,8,1375,50,150,0.05,0.08,83.33,99.65
65.3334,21.4,0.5,8,1375,50,200,0.05,0.08,62.50,99.02
65.3334,21.4,0.5,8,1375,50,250,0.05,0.08,50.00,97.91
65.3334,21.4,0.5,8,1375,50,300,0.05,0.08,41.67,97.22
68.6840316,11.4,0.435,8.19,1260,350,2200,0.03,0.12,44.19,97.71
68.6840316,11.4,0.435,8.19,1260,350,2000,0.03,0.12,48.61,98.81
68.6840316,11.4,0.435,8.19,1260,350,1800,0.03,0.12,54.01,99.25
68.6840316,11.4,0.435,8.19,1260,350,1600,0.03,0.12,60.76,99.70
68.6840316,11.4,0.435,8.19,1260,350,1400,0.03,0.12,69.44,99.79
68.6840316,11.4,0.435,8.19,1260,350,1200,0.03,0.12,81.02,99.98
68.6840316,11.4,0.435,8.19,1260,350,1000,0.03,0.12,97.22,99.98
68.6840316,11.4,0.435,8.19,1260,350,800,0.03,0.12,121.53,99.92
68.6840316,11.4,0.435,8.19,1260,350,600,0.03,0.12,162.04,98.88
68.6840316,11.4,0.435,8.19,1260,275,2000,0.03,0.12,38.19,98.86
68.6840316,11.4,0.435,8.19,1260,275,1800,0.03,0.12,42.44,99.03
68.6840316,11.4,0.435,8.19,1260,275,1600,0.03,0.12,47.74,99.69
68.6840316,11.4,0.435,8.19,1260,275,1400,0.03,0.12,54.56,99.88
68.6840316,11.4,0.435,8.19,1260,275,1200,0.03,0.12,63.66,99.95
68.6840316,11.4,0.435,8.19,1260,275,1000,0.03,0.12,76.39,99.98
68.6840316,11.4,0.435,8.19,1260,275,800,0.03,0.12,95.49,99.98
68.6840316,11.4,0.435,8.19,1260,275,600,0.03,0.12,127.31,99.30
68.6840316,11.4,0.435,8.19,1260,275,400,0.03,0.12,190.97,97.13
68.6840316,11.4,0.435,8.19,1260,200,1800,0.03,0.12,30.86,95.03
68.6840316,11.4,0.435,8.19,1260,200,1600,0.03,0.12,34.72,97.76
68.6840316,11.4,0.435,8.19,1260,200,1400,0.03,0.12,39.68,99.14
68.6840316,11.4,0.435,8.19,1260,200,1200,0.03,0.12,46.30,99.68
68.6840316,11.4,0.435,8.19,1260,200,1000,0.03,0.12,55.56,100.02
68.6840316,11.4,0.435,8.19,1260,200,900,0.03,0.12,61.73,100.01
68.6840316,11.4,0.435,8.19,1260,200,800,0.03,0.12,69.44,99.93
68.6840316,11.4,0.435,8.19,1260,200,600,0.03,0.12,92.59,99.75
68.6840316,11.4,0.435,8.19,1260,200,400,0.03,0.12,138.89,97.20
68.6840316,11.4,0.435,8.19,1260,200,200,0.03,0.12,277.78,94.44
68.6840316,11.4,0.435,8.19,1260,125,800,0.03,0.12,43.40,99.49
68.6840316,11.4,0.435,8.19,1260,125,600,0.03,0.12,57.87,99.86
68.6840316,11.4,0.435,8.19,1260,125,400,0.03,0.12,86.81,97.35
68.6840316,11.4,0.435,8.19,1260,125,200,0.03,0.12,173.61,92.58
69.1175,9.8,0.41,8.44,1339,350,2200,0.03,0.12,44.19,97.09
69.1175,9.8,0.41,8.44,1339,350,2000,0.03,0.12,48.61,98.24
69.1175,9.8,0.41,8.44,1339,350,1800,0.03,0.12,54.01,98.47
69.1175,9.8,0.41,8.44,1339,350,1600,0.03,0.12,60.76,99.43
69.1175,9.8,0.41,8.44,1339,350,1400,0.03,0.12,69.44,99.61
69.1175,9.8,0.41,8.44,1339,350,1200,0.03,0.12,81.02,99.62
69.1175,9.8,0.41,8.44,1339,350,1000,0.03,0.12,97.22,99.97
69.1175,9.8,0.41,8.44,1339,350,800,0.03,0.12,121.53,99.48
69.1175,9.8,0.41,8.44,1339,350,600,0.03,0.12,162.04,98.56
69.1175,9.8,0.41,8.44,1339,275,2000,0.03,0.12,38.19,98.72
69.1175,9.8,0.41,8.44,1339,275,1800,0.03,0.12,42.44,99.33
69.1175,9.8,0.41,8.44,1339,275,1600,0.03,0.12,47.74,99.34
69.1175,9.8,0.41,8.44,1339,275,1400,0.03,0.12,54.56,99.93
69.1175,9.8,0.41,8.44,1339,275,1200,0.03,0.12,63.66,99.88
69.1175,9.8,0.41,8.44,1339,275,1000,0.03,0.12,76.39,99.86
69.1175,9.8,0.41,8.44,1339,275,800,0.03,0.12,95.49,99.80
69.1175,9.8,0.41,8.44,1339,275,600,0.03,0.12,127.31,99.39
69.1175,9.8,0.41,8.44,1339,275,400,0.03,0.12,190.97,98.37
69.1175,9.8,0.41,8.44,1339,200,1800,0.03,0.12,30.86,97.06
69.1175,9.8,0.41,8.44,1339,200,1600,0.03,0.12,34.72,98.55
69.1175,9.8,0.41,8.44,1339,200,1400,0.03,0.12,39.68,99.23
69.1175,9.8,0.41,8.44,1339,200,1200,0.03,0.12,46.30,99.85
69.1175,9.8,0.41,8.44,1339,200,1000,0.03,0.12,55.56,99.95
69.1175,9.8,0.41,8.44,1339,200,800,0.03,0.12,69.44,99.98
69.1175,9.8,0.41,8.44,1339,200,600,0.03,0.12,92.59,99.44
69.1175,9.8,0.41,8.44,1339,200,400,0.03,0.12,138.89,98.44
69.1175,9.8,0.41,8.44,1339,200,200,0.03,0.12,277.78,96.27
69.1175,9.8,0.41,8.44,1339,125,800,0.03,0.12,43.40,99.69
69.1175,9.8,0.41,8.44,1339,125,600,0.03,0.12,57.87,99.68
69.1175,9.8,0.41,8.44,1339,125,400,0.03,0.12,86.81,98.67
69.1175,9.8,0.41,8.44,1339,125,200,0.03,0.12,173.61,95.12
87.9804,50,0.377,8.78,999,350,750,0.03,0.06,259.26,97.49
87.9804,50,0.377,8.78,999,350,750,0.03,0.09,172.84,97.98
87.9804,50,0.377,8.78,999,350,750,0.03,0.15,103.70,98.54
87.9804,50,0.377,8.78,999,350,750,0.03,0.18,86.42,98.67
87.9804,50,0.377,8.78,999,350,750,0.03,0.21,74.07,98.61
87.9804,50,0.377,8.78,999,250,800,0.03,0.12,86.81,98.89
87.9804,50,0.377,8.78,999,250,750,0.03,0.12,92.59,98.28
87.9804,50,0.377,8.78,999,250,700,0.03,0.12,99.21,98.14
87.9804,50,0.377,8.78,999,250,600,0.03,0.12,115.74,98.61
87.9804,50,0.377,8.78,999,250,500,0.03,0.12,138.89,97.11
87.9804,50,0.377,8.78,999,250,400,0.03,0.12,173.61,97.34
87.9804,50,0.377,8.78,999,250,300,0.03,0.12,231.48,95.16
87.9804,50,0.377,8.78,999,250,200,0.03,0.12,347.22,93.62
87.9804,50,0.377,8.78,999,250,100,0.03,0.12,694.44,89.84
90,385,0.385,8.93,1083.2,350,800,0.03,0.12,121.53,86.23
90,385,0.385,8.93,1083.2,350,700,0.03,0.12,138.89,85.90
90,385,0.385,8.93,1083.2,350,500,0.03,0.12,194.44,87.33
90,385,0.385,8.93,1083.2,350,300,0.03,0.12,324.07,86.04
90,385,0.385,8.93,1083.2,350,200,0.03,0.12,486.11,87.67
90,385,0.385,8.93,1083.2,350,150,0.03,0.12,648.15,86.78
90,385,0.385,8.93,1083.2,350,100,0.03,0.12,972.22,86.84
90,385,0.385,8.93,1083.2,350,50,0.03,0.12,1944.44,86.40
90,385,0.385,8.93,1083.2,300,500,0.03,0.12,166.67,83.06
90,385,0.385,8.93,1083.2,300,300,0.03,0.12,277.78,84.07
90,385,0.385,8.93,1083.2,300,200,0.03,0.12,416.67,84.60
90,385,0.385,8.93,1083.2,300,150,0.03,0.12,555.56,85.06
90,385,0.385,8.93,1083.2,300,100,0.03,0.12,833.33,84.29
90,385,0.385,8.93,1083.2,300,50,0.03,0.12,1666.67,81.44
90,385,0.385,8.93,1083.2,200,200,0.03,0.12,277.78,81.43
90,385,0.385,8.93,1083.2,200,100,0.03,0.12,555.56,79.64
90,385,0.385,8.93,1083.2,200,50,0.03,0.12,1111.11,79.83
65.3334,21.4,0.5,8,1375,105,300,0.03,0.12,97.22,99.30
65.3334,21.4,0.5,8,1375,105,400,0.03,0.12,72.92,99.00
65.3334,21.4,0.5,8,1375,105,550,0.03,0.12,53.03,98.60
65.3334,21.4,0.5,8,1375,105,700,0.03,0.12,41.67,94.80
65.3334,21.4,0.5,8,1375,105,850,0.03,0.12,34.31,90.20
65.3334,21.4,0.5,8,1375,87,150,0.075,0.13,59.49,82.00
63.5,29.62,0.5718,6.471,1410,191.13,277,0.03,0.1,230.00,96.55
63.5,29.62,0.5718,6.471,1410,166.2,277,0.03,0.1,200.00,96.26
63.5,29.62,0.5718,6.471,1410,141.27,277,0.03,0.1,170.00,95.73
63.5,29.62,0.5718,6.471,1410,116.34,277,0.03,0.1,140.00,93.43
63.5,29.62,0.5718,6.471,1410,100,555.55,0.03,0.1,60.00,81.12
63.5,29.62,0.5718,6.471,1410,100,416.67,0.03,0.1,80.00,85.96
63.5,29.62,0.5718,6.471,1410,100,333.33,0.03,0.1,100.00,89.46
63.5,29.62,0.5718,6.471,1410,100,277.78,0.03,0.1,120.00,92.52
63.5,29.62,0.5718,6.471,1410,100,238.1,0.03,0.1,140.00,95.23
63.5,29.62,0.5718,6.471,1410,100,196,0.03,0.1,170.07,98.16
63.5,29.62,0.5718,6.471,1410,100,166,0.03,0.1,200.80,98.68
63.5,29.62,0.5718,6.471,1410,100,144,0.03,0.1,231.48,98.58
63.5,29.62,0.5718,6.471,1410,99.72,277,0.03,0.1,120.00,92.32
63.5,29.62,0.5718,6.471,1410,83.1,277,0.03,0.1,100.00,87.43
63.5,29.62,0.5718,6.471,1410,66.48,277,0.03,0.1,80.00,84.99
63.5,29.62,0.5718,6.471,1410,49.86,277,0.03,0.1,60.00,80.31
73.94090591,96,1,1.77,558,89.1,125,0.05,0.07,203.66,99.46
73.94090591,96,1,1.77,558,85,150,0.05,0.07,161.90,99.36
73.94090591,96,1,1.77,558,85,100,0.05,0.07,242.86,99.53
73.94090591,96,1,1.77,558,75,160.4,0.05,0.07,133.59,99.38
73.94090591,96,1,1.77,558,75,125,0.05,0.07,171.43,99.63
73.94090591,96,1,1.77,558,75,89.6,0.05,0.07,239.16,99.66
73.94090591,96,1,1.77,558,65,150,0.05,0.07,123.81,99.06
73.94090591,96,1,1.77,558,65,100,0.05,0.07,185.71,99.53
73.94090591,96,1,1.77,558,60.9,125,0.05,0.07,139.20,99.69
65.5535,11.6,0.461,8.23,1260,195,1200,0.02,0.05,162.50,99.87
65.5535,11.6,0.461,8.23,1260,195,1200,0.02,0.08,101.56,99.85
65.5535,11.6,0.461,8.23,1260,195,1200,0.02,0.11,73.86,99.84
65.5535,11.6,0.461,8.23,1260,195,1000,0.02,0.05,195.00,99.94
65.5535,11.6,0.461,8.23,1260,195,1000,0.02,0.08,121.88,98.51
65.5535,11.6,0.461,8.23,1260,195,1000,0.02,0.11,88.64,99.91
65.5535,11.6,0.461,8.23,1260,195,870,0.02,0.05,224.14,99.78
65.5535,11.6,0.461,8.23,1260,195,870,0.02,0.08,140.09,99.77
65.5535,11.6,0.461,8.23,1260,195,870,0.02,0.11,101.88,99.77
65.5535,11.6,0.461,8.23,1260,185,1200,0.02,0.05,154.17,99.89
65.5535,11.6,0.461,8.23,1260,185,1200,0.02,0.08,96.35,99.87
65.5535,11.6,0.461,8.23,1260,185,1200,0.02,0.11,70.08,99.86
